customer_id,first_name,last_name,email,phone,country,state,city,postal_code,customer_segment,registration_date,last_purchase_date,is_active
2761,Lisa,Stephens,kayla34@example.net,971-228-4038x40588,El Salvador,South Carolina,New Jamesville,72196,Standard,2024-06-25,2025-07-04,1
2762,Jesse,Lee,bradleymark@example.net,(523)534-4059x38983,Cote d'Ivoire,New Hampshire,Harrisbury,43291,Premium,2022-09-17,2025-03-15,1
2763,Marissa,Dunn,ashley81@example.com,480.459.5155x67464,Kyrgyz Republic,Illinois,North Robertfurt,38909,Standard,2022-03-26,2024-01-02,1
2764,Alexandria,Brown,alyssasims@example.com,+1-989-519-2944x76337,Malawi,Alaska,Kimberlyton,15373,Budget,2022-11-21,2023-08-30,1
2765,Veronica,Jordan,hendricksbrittany@example.net,979-597-0579,Bolivia,Alaska,Lake Glenland,30394,Premium,2022-01-30,2025-11-11,1
2766,Michelle,Knox,todd41@example.net,8323221138,Moldova,Montana,Grimesfort,02401,Standard,2022-07-21,2024-09-16,1
2767,Hannah,Perkins,qmoore@example.org,(685)284-5369x81053,Haiti,Iowa,Tylerport,75219,Budget,2022-12-24,2023-07-17,0
2768,Marcia,Shah,mcdanielcameron@example.org,499.834.5651x3907,Korea,Maryland,Meganbury,81090,Budget,2024-07-10,2025-02-05,1
2769,Audrey,Cunningham,bpitts@example.net,001-827-515-2273x722,United Arab Emirates,Wisconsin,Rodriguezmouth,14948,Budget,2023-01-03,2024-03-01,1
2770,Katherine,Kelley,matthewgarcia@example.com,610.452.4503x57835,Barbados,Wisconsin,Lake Nancymouth,62555,Budget,2022-03-31,2024-08-07,1
2771,Kyle,Green,brownstephen@example.net,298.943.1522x7911,Gambia,Nevada,Matthewton,53695,Standard,2023-03-29,2024-04-12,1
2772,Alec,Pena,johnsonamanda@example.com,(923)220-4204x224,Eritrea,Hawaii,Waltermouth,06868,Standard,2024-07-15,2026-01-16,1
2773,Timothy,Phillips,castrojoel@example.net,5084587521,Hungary,Rhode Island,Joshuafurt,40662,Budget,2022-08-29,2023-05-28,1
2774,Brianna,Rodgers,anthonyburns@example.net,983-957-1786x20892,Nicaragua,Illinois,Angelaburgh,75248,Premium,2022-02-11,2023-02-09,0
2775,Joseph,Morales,wilsonmichael@example.org,775.947.5031x681,Comoros,Nevada,Collinstown,88246,Premium,2022-02-08,2026-01-06,1
2776,Ann,Wilson,smithashlee@example.net,+1-219-770-4765x9544,Turks and Caicos Islands,Alabama,Port Tracy,09347,Standard,2024-04-08,2025-11-27,1
2777,Anthony,Roy,meyerkenneth@example.org,001-560-646-2087,Cyprus,Florida,North Michael,51781,Standard,2023-10-10,2024-04-19,0
2778,Patricia,Hendrix,gfisher@example.org,+1-752-738-1547x4329,Sri Lanka,New Hampshire,Lawrencehaven,30534,Premium,2024-12-23,2025-05-14,1
2779,Maxwell,Spears,lopezbailey@example.org,344.432.9792x0222,Dominica,Utah,Staffordtown,86655,Budget,2023-05-12,2023-12-24,1
2780,Debra,Taylor,rpope@example.org,+1-860-905-2061x08410,Lebanon,Utah,Rogersberg,32250,Budget,2023-12-16,2025-02-09,0
2781,Danielle,Ruiz,jsimon@example.org,385.972.2804x369,Saint Vincent and the Grenadines,Maine,Lake Jason,07449,Premium,2022-08-18,2025-03-24,1
2782,Ryan,Andrade,millsashley@example.net,974-255-2753,Tuvalu,Alaska,Sarahton,23213,Budget,2024-01-01,2025-07-05,1
2783,Paul,Moore,fmitchell@example.org,(692)277-0389x3136,Sri Lanka,Kansas,Josephmouth,10381,Standard,2022-09-18,2024-02-17,1
2784,Tracy,Lawrence,charlesjohnson@example.org,685-954-0574,Trinidad and Tobago,Alaska,New Christopher,65648,Standard,2023-08-12,2023-11-07,1
2785,Timothy,Burke,flynnkayla@example.net,(832)485-3373,Congo,Alaska,Kathleenfurt,20284,Premium,2024-07-02,2025-12-10,1
2786,Brendan,Mathis,paulsullivan@example.net,818.458.5218,Heard Island and McDonald Islands,Iowa,Sarahborough,76652,Budget,2024-06-12,2024-11-14,0
2787,Travis,Lopez,james49@example.org,001-634-626-9263,French Southern Territories,Oklahoma,North John,02885,Standard,2024-02-04,2025-10-03,1
2788,Matthew,Glenn,msmith@example.org,+1-577-628-6756x6807,Guadeloupe,Vermont,Colliertown,61334,Premium,2025-01-15,2025-02-22,0
2789,Ricky,Bell,jacksonkevin@example.org,(231)946-4202,Indonesia,Minnesota,Berryfurt,99580,Standard,2023-08-05,2024-09-17,0
2790,Hannah,Evans,heather77@example.net,(223)669-6637x8612,Guinea,South Carolina,Crawfordchester,63667,Premium,2023-08-15,2025-09-07,1
2791,Kristi,Brown,robyn06@example.net,+1-425-919-1155x652,Paraguay,Oklahoma,Lake Jakeberg,34370,Standard,2023-12-24,2025-05-24,1
2792,Jasmine,Hamilton,ocalhoun@example.org,+1-439-850-2786,Cook Islands,Utah,West Robinbury,42037,Standard,2022-02-01,2025-01-13,1
2793,Hannah,Obrien,christopher12@example.org,719-406-7736,Philippines,Kansas,Frederickport,61345,Budget,2022-02-27,2023-10-11,0
2794,Matthew,Navarro,gtate@example.com,4086110521,Angola,Texas,Hendersonchester,63657,Standard,2022-05-27,2024-04-24,1
2795,Craig,Schmidt,mroberts@example.org,237.933.1074x76031,Kenya,New Jersey,Lake Michael,31410,Standard,2024-02-28,2025-04-03,0
2796,Joseph,Parker,timothyfarmer@example.com,001-588-702-7209,Central African Republic,Mississippi,East Aaronhaven,59974,Budget,2022-11-05,2026-01-05,1
2797,Larry,Burgess,dberg@example.org,575-687-0128x0870,Bolivia,Delaware,Gonzalezchester,10187,Premium,2023-02-17,2023-03-26,0
2798,James,Garcia,matthewfrederick@example.net,(878)500-5608,Solomon Islands,Oklahoma,Christopherfurt,18888,Budget,2022-01-30,2025-07-14,1
2799,Daniel,George,samuel69@example.org,001-857-792-3218x3957,Congo,North Dakota,East Mark,17020,Standard,2022-12-28,2025-02-18,0
2800,Michael,Owens,iyoung@example.net,001-927-886-9856,Turks and Caicos Islands,Vermont,Milesmouth,90700,Budget,2022-05-24,2024-07-30,1
2801,Michael,Ferguson,crossapril@example.net,001-896-665-2163x487,Tonga,North Dakota,North Brettville,85674,Budget,2024-07-25,2024-09-13,1
2802,Sara,Stanley,hleblanc@example.net,7229058359,Sierra Leone,Oklahoma,Lake Amandastad,18073,Premium,2022-11-28,2024-02-03,1
2803,Terri,Sanchez,scottmaddox@example.org,(370)262-5091x79261,New Caledonia,Massachusetts,Warnerfurt,85442,Standard,2022-07-29,2024-07-26,0
2804,Henry,Taylor,ryansteele@example.org,(454)901-9731x1120,Chile,Idaho,South Johnland,64531,Standard,2022-10-08,2023-09-27,1
2805,Cody,Wheeler,whitneycarroll@example.net,833.440.9586x354,Egypt,Florida,Normanchester,18731,Premium,2024-02-01,2024-08-04,0
2806,Brittany,Brennan,ylevine@example.org,001-307-442-6633,Cameroon,North Dakota,North Jacobbury,84711,Standard,2023-10-19,2024-11-11,1
2807,Maria,Gregory,zsmith@example.net,414.517.3361,Namibia,Indiana,New Christopher,77968,Standard,2023-12-14,2024-06-28,1
2808,Joshua,Valdez,fbell@example.net,+1-352-538-5897x25067,Cambodia,Florida,South Lisa,92782,Standard,2025-01-17,2025-10-18,1
2809,Allen,Allen,kylemyers@example.com,590.515.3395,Puerto Rico,Florida,Wardtown,15982,Budget,2022-02-07,2022-10-16,1
2810,William,Pearson,danaevans@example.net,5306067991,Ireland,Oklahoma,South Courtneytown,50823,Standard,2023-08-21,2024-06-22,1
2811,Daniel,Lozano,thomas67@example.org,940.768.8772,Uruguay,South Dakota,New Robert,72510,Standard,2022-04-01,2024-07-06,0
2812,Brian,Wallace,deborah21@example.net,5899316982,Morocco,Wyoming,Johnport,18036,Budget,2023-07-07,2025-03-29,1
2813,Mark,Sullivan,riversjeffrey@example.com,(267)756-5298,Ecuador,Tennessee,Port Jamesville,01680,Standard,2024-10-26,2025-10-28,1
2814,Courtney,Crosby,petersenmartin@example.org,9194950098,Indonesia,Louisiana,Thomasville,55245,Premium,2024-09-24,2025-12-05,1
2815,David,Smith,sandramurillo@example.com,615-472-3974x247,Pakistan,Massachusetts,New Miamouth,81050,Budget,2023-02-09,2025-09-25,1
2816,Kyle,Frey,andrewskenneth@example.net,(663)916-0328x889,Moldova,South Carolina,Danielfort,17067,Premium,2023-07-13,2024-08-13,1
2817,Janice,Anderson,nancyshaw@example.net,+1-282-631-4302x52002,Central African Republic,Texas,Berryside,06449,Premium,2022-09-26,2024-07-14,1
2818,Nicole,Young,asimpson@example.net,001-578-350-6161,Pakistan,Georgia,South Saraside,87310,Premium,2023-09-07,2025-05-25,1
2819,Abigail,Robbins,hamiltonivan@example.com,(898)374-2233x8444,Bermuda,New Jersey,Kevinstad,98107,Standard,2023-08-29,2024-10-03,1
2820,Suzanne,Miller,phillipsstacey@example.net,001-341-553-6145x183,Canada,Connecticut,Lake Nicholasfort,05708,Standard,2022-04-04,2023-05-27,1
2821,Robin,Long,smithbrian@example.com,(660)276-8516,Norway,Nevada,Arthurton,44608,Standard,2023-10-21,2025-01-16,0
2822,Tara,Roberts,michael28@example.org,929.442.8981x1664,Paraguay,Louisiana,Port Eric,79282,Standard,2024-10-25,2025-03-19,1
2823,Andrea,Howell,jamieporter@example.net,001-333-945-8238,Bouvet Island (Bouvetoya),Montana,Patrickmouth,45658,Standard,2022-12-15,2024-04-17,1
2824,Christie,Walton,kylelindsey@example.com,807.525.7975x13154,Jamaica,New York,Mosesville,28952,Budget,2024-09-17,2025-08-19,1
2825,Ryan,Jensen,savannah72@example.com,(945)757-6999,Bangladesh,Connecticut,Allisonbury,88906,Premium,2024-07-03,2024-10-25,1
2826,Karen,Parrish,eosborn@example.com,771-759-9771x944,Qatar,South Carolina,Millerton,80895,Budget,2022-09-21,2025-09-12,0
2827,Lisa,Miller,dakota26@example.com,9538529322,Namibia,Vermont,Leeton,43174,Budget,2023-06-02,2025-06-28,1
2828,William,Ramirez,davidgraham@example.com,+1-917-349-9394x522,Maldives,Alabama,Leeview,64907,Budget,2022-08-06,2022-10-09,1
2829,Robert,Haas,zhayden@example.net,5298620563,Togo,Kentucky,Port Bethchester,19719,Standard,2024-03-05,2025-08-03,1
2830,Scott,Howe,juliegrant@example.org,001-963-610-9687x25407,Mauritania,North Dakota,South Michelleberg,01882,Standard,2024-08-30,2025-01-18,1
2831,April,Taylor,hwashington@example.com,001-674-427-8943x78872,Kyrgyz Republic,Minnesota,West Angelfurt,43450,Premium,2022-07-18,2025-06-20,1
2832,Amy,Carey,jason64@example.com,6592488753,Liberia,Tennessee,East Amanda,39326,Premium,2024-03-23,2024-11-08,1
2833,William,Berry,dillonholder@example.org,+1-571-608-2281x9403,Montenegro,Vermont,Ellisbury,28163,Premium,2024-07-11,2025-02-10,0
2834,Jesse,Palmer,matthew90@example.net,+1-367-381-3823,New Zealand,Nebraska,Frankfurt,88517,Budget,2024-05-22,2024-11-09,1
2835,Abigail,Garrison,pamelakelly@example.com,888.928.2270,Luxembourg,New Jersey,Youngside,41429,Premium,2023-01-01,2025-12-27,0
2836,William,Velez,crivas@example.net,(836)581-0463,Cambodia,West Virginia,North Oliviastad,39717,Budget,2023-10-17,2024-08-22,1
2837,Jonathan,Willis,grossdanielle@example.net,+1-767-331-9419x4926,British Indian Ocean Territory (Chagos Archipelago),Ohio,Hollyhaven,07781,Budget,2022-06-13,2025-06-24,1
2838,Debra,Davis,craigmiles@example.net,+1-209-361-2492,Mexico,Washington,Juliamouth,96750,Premium,2022-01-27,2024-12-09,1
2839,Jeffrey,Barton,ortizthomas@example.com,880.516.5845,Cocos (Keeling) Islands,Utah,Maryport,97910,Standard,2023-06-24,2023-06-30,0
2840,Ryan,Ross,whunter@example.com,409-485-2177x296,Mozambique,Idaho,Lake Erica,98415,Premium,2023-02-18,2025-06-09,0
2841,Amber,Nelson,sandovaljake@example.com,930-876-6740x0184,United States Minor Outlying Islands,Missouri,Jamesshire,49752,Budget,2023-07-01,2023-07-22,1
2842,Dustin,Orr,piercejohn@example.com,(552)305-6224x7180,Sri Lanka,South Dakota,Crystalbury,60306,Standard,2024-12-08,2025-01-19,0
2843,Jennifer,Stewart,noahvargas@example.net,4074507975,Suriname,California,Hunterchester,54169,Budget,2024-10-05,2025-05-26,1
2844,Melissa,Jones,alexandersims@example.com,368.342.6336,Dominica,Massachusetts,Peggychester,48188,Premium,2024-07-15,2025-03-25,1
2845,Andrea,Clayton,sandovalwilliam@example.com,+1-614-876-2380x26709,Bangladesh,Oklahoma,Fordfort,11993,Budget,2023-06-14,2025-09-27,0
2846,Kathy,Jones,bakerrobert@example.com,+1-999-212-9363x22802,Slovenia,California,Port Kenneth,20277,Budget,2023-04-11,2025-05-09,1
2847,Annette,Burns,amandamclean@example.com,451.996.5376x7039,Gabon,South Carolina,West Jesseside,31544,Premium,2022-03-08,2024-07-28,1
2848,Luis,Smith,alexanderglass@example.org,360.314.6715,North Macedonia,Ohio,South Brian,21366,Budget,2023-05-20,2025-05-13,1
2849,Jennifer,Salazar,nicholastorres@example.org,345.457.6639x408,Luxembourg,Michigan,Jennaburgh,64556,Standard,2022-07-25,2024-02-07,0
2850,Rebecca,Hayes,melissamarshall@example.org,992-846-7595,Costa Rica,Kansas,Wilsonland,79229,Standard,2023-11-01,2024-04-12,1
2851,Steven,Frey,ablankenship@example.com,5817703761,Central African Republic,Maine,New Tammy,56601,Premium,2022-05-30,2024-07-10,1
2852,John,Miles,leonard42@example.net,+1-272-344-7539x8792,Finland,North Dakota,New Gary,63836,Budget,2022-11-18,2024-10-26,1
2853,Hector,Byrd,qferguson@example.com,8667011655,Bhutan,Colorado,Theresatown,31676,Standard,2024-07-18,2025-01-12,1
2854,Dakota,Jefferson,nunezgina@example.org,(660)556-7721x36008,Mauritius,Arizona,Lake Ronaldbury,94962,Premium,2023-03-02,2024-12-04,1
2855,Troy,Taylor,robertmiles@example.org,3998787219,Congo,Texas,Lake Donnaville,57129,Premium,2024-09-27,2025-03-04,1
2856,Bobby,Nelson,uwhite@example.org,270-709-3587x17020,Wallis and Futuna,Massachusetts,Alexisville,98756,Standard,2023-04-24,2024-10-20,1
2857,Beth,Solomon,delgadosarah@example.net,+1-442-532-5543x349,China,Tennessee,East Ericaborough,01453,Budget,2024-11-18,2025-01-17,1
2858,Daisy,Harris,robinsoncristina@example.org,(627)969-0474,United Arab Emirates,Tennessee,North Cassie,95000,Premium,2023-08-08,2024-11-10,1
2859,Anthony,Harmon,aguirremary@example.com,(667)584-5334x33578,Korea,Arizona,Lake Charleston,26611,Standard,2022-06-02,2023-02-19,0
2860,Mikayla,Harris,timothycooley@example.org,(705)903-3511x63784,Niue,Kansas,Burnettburgh,46532,Budget,2025-01-01,2025-12-08,1
2861,John,Bates,lindsaymueller@example.org,(973)422-6992,North Macedonia,North Dakota,Johnsonburgh,79701,Premium,2022-10-12,2023-10-09,0
2862,Briana,Burns,bradfordchad@example.org,001-839-940-9965,Timor-Leste,Oklahoma,Crystalview,97535,Budget,2022-02-05,2023-07-03,1
2863,Sherry,Hopkins,cbrown@example.org,(592)684-4221,Saint Pierre and Miquelon,Indiana,East Clarence,32334,Standard,2024-12-20,2025-12-03,1
2864,Benjamin,Brown,robertssamantha@example.net,260-430-2930x95872,Anguilla,Wyoming,Kellyton,03102,Budget,2022-09-30,2025-07-09,1
2865,Michael,Wheeler,dixonryan@example.com,001-523-214-3874x437,Guernsey,Iowa,Christinaberg,64466,Standard,2022-07-28,2024-01-05,1
2866,Jill,Mcneil,oreyes@example.net,(652)373-9767,Djibouti,Pennsylvania,West Dustintown,30778,Budget,2022-02-05,2025-12-11,1
2867,Phillip,Dougherty,popejohn@example.com,4137988784,Dominican Republic,Virginia,Lake Samantha,14041,Standard,2023-02-21,2024-08-21,1
2868,Pam,Mullins,alexander88@example.net,(263)680-2852x120,Norway,Colorado,Adamsside,92249,Premium,2023-10-24,2024-08-13,1
2869,Rebecca,Bell,egreen@example.org,221.687.0395,Chad,Iowa,Christinetown,18221,Budget,2022-05-02,2025-01-23,1
2870,Barbara,Benson,oarnold@example.com,+1-863-362-2446x2655,Haiti,Texas,Douglasberg,30517,Premium,2022-04-06,2023-07-18,1
2871,Christopher,Castillo,sramirez@example.net,979-527-0599x4461,Germany,Iowa,Brownhaven,38114,Budget,2023-02-02,2025-11-21,1
2872,Erin,Henderson,mparker@example.net,926-302-8700,Botswana,Alaska,Dunlaphaven,07447,Standard,2023-07-20,2025-10-13,1
2873,James,Arroyo,zhart@example.net,600.388.1484x89465,Reunion,California,West Wanda,23373,Budget,2022-06-28,2025-12-04,1
2874,Vickie,Brown,wrightangela@example.net,872-995-2186,Maldives,Georgia,Port Patricia,76595,Standard,2023-11-07,2024-09-29,1
2875,Jennifer,Jenkins,brenda86@example.org,987.485.5971x189,Finland,Virginia,New Jessicatown,57316,Budget,2023-01-09,2023-08-17,1
2876,Amanda,Bryant,ahernandez@example.com,001-632-268-1361x5936,Liberia,Vermont,Andersonburgh,88630,Premium,2023-06-28,2024-11-14,1
2877,Jennifer,Olson,jennifer62@example.net,313-624-5912x314,Chile,Colorado,Abigailmouth,33954,Premium,2024-11-25,2026-01-03,1
2878,Kimberly,Lara,jeffery38@example.org,(500)686-9920x510,Puerto Rico,Wyoming,West Brittanyberg,94615,Standard,2023-01-30,2026-01-10,0
2879,Bethany,Hernandez,michaelhensley@example.org,406.507.7149x764,Indonesia,South Carolina,South Nicoleton,31244,Standard,2022-08-14,2025-04-20,1
2880,Glen,Perez,mayostephanie@example.com,001-621-717-0052,Tokelau,South Carolina,Smithtown,12898,Standard,2022-06-14,2023-01-09,1
2881,David,Jackson,hartamanda@example.org,(370)394-3152,Saudi Arabia,Rhode Island,Martinezhaven,55094,Premium,2023-06-21,2025-05-02,1
2882,Denise,Morales,richardsonjohn@example.net,+1-864-265-0456,Seychelles,West Virginia,Ariasburgh,68372,Premium,2023-02-02,2024-02-16,1
2883,Loretta,Welch,mwilkins@example.org,+1-718-671-1363,Comoros,Delaware,East Stefanie,12582,Premium,2023-03-19,2025-03-09,1
2884,Tracy,Williams,luke78@example.org,001-590-249-7910,Saint Martin,Indiana,Port Thomas,80363,Budget,2024-02-12,2024-05-03,1
2885,William,Moran,christinaross@example.org,001-264-840-9305x77614,Myanmar,West Virginia,South Andrew,45620,Budget,2022-04-08,2023-05-06,1
2886,Jason,Zhang,benjamin88@example.net,417-544-4413x88258,Singapore,Texas,Matthewfurt,30394,Budget,2023-09-23,2024-10-18,1
2887,Katie,Mooney,fduran@example.com,+1-598-390-4381x006,Afghanistan,Massachusetts,Anthonyfurt,16809,Premium,2022-10-16,2023-08-16,1
2888,Xavier,Hunter,hensleyryan@example.org,333.682.1092x0091,Netherlands,Washington,North Gina,73216,Standard,2024-01-25,2024-10-04,1
2889,Tanya,Hayden,steven39@example.net,+1-536-546-9061x0960,Mali,Washington,Port Kathleen,90084,Budget,2022-02-14,2025-06-15,0
2890,Jasmine,White,jason55@example.net,427.205.9250x1887,Ireland,South Carolina,Wardmouth,65552,Premium,2023-09-18,2024-08-30,0
2891,Kelli,Marshall,amartinez@example.net,+1-748-839-7200x6632,Malawi,Oregon,Gomezport,66217,Budget,2024-11-18,2025-12-27,1
2892,Kimberly,Sanchez,obond@example.org,(219)375-0038x14043,Guinea,Indiana,West Tamaratown,01864,Premium,2023-10-24,2025-07-01,0
2893,Jason,Santiago,grace58@example.com,(655)561-4178,Turks and Caicos Islands,New Hampshire,Johnsonhaven,98080,Standard,2024-02-19,2026-01-03,0
2894,Michael,Shelton,sheppardpatrick@example.com,001-735-224-6936x042,Eritrea,West Virginia,North Christinabury,75651,Premium,2022-08-13,2025-05-08,1
2895,Ann,Hicks,joe24@example.com,(874)734-2595x122,Cambodia,Pennsylvania,Port Joanna,83074,Premium,2024-03-26,2025-02-22,1
2896,Brandon,Moore,wtran@example.org,500-473-5901,Saint Martin,South Dakota,Melindamouth,03485,Premium,2022-05-13,2024-09-30,0
2897,Lauren,Miller,william24@example.org,7259958885,Cote d'Ivoire,Rhode Island,New Tracy,22554,Premium,2022-12-20,2024-12-10,1
2898,Amy,Kelly,tonyalong@example.com,001-791-843-5395,Netherlands,Delaware,Davilatown,62267,Standard,2023-04-02,2023-06-04,1
2899,Todd,Grant,thomasprice@example.org,352-377-3748,Martinique,Maryland,Amyside,76499,Budget,2023-05-12,2025-08-28,1
2900,Autumn,Daniels,keith90@example.org,(555)387-8257,Croatia,Alaska,East Michelle,04588,Premium,2023-02-16,2025-12-05,1
2901,Maria,Galvan,kevin53@example.org,+1-540-916-4785x06093,Bangladesh,South Carolina,Gomezmouth,09800,Premium,2023-05-31,2023-06-20,0
2902,Heather,Cisneros,likeith@example.com,781-293-2206x152,Belgium,Rhode Island,South Timothyhaven,93853,Budget,2024-03-08,2025-01-04,0
2903,Melanie,Evans,smithvictoria@example.org,(950)617-7591,Spain,Ohio,New Sarahborough,74285,Budget,2022-12-30,2025-05-26,1
2904,Nicole,Haynes,todd70@example.com,(305)479-6527x39831,Saint Martin,Massachusetts,East Ruth,11716,Standard,2022-09-20,2024-06-09,1
2905,Shane,Smith,rbenton@example.com,+1-244-651-6961x37034,New Caledonia,New Mexico,Jeffreymouth,94054,Standard,2023-11-06,2023-12-11,0
2906,Theresa,Garrett,john39@example.net,291-865-4594,Burkina Faso,Arkansas,Laurenfort,80896,Premium,2024-09-03,2025-02-18,0
2907,Lori,Brown,michaelrandall@example.net,433.202.0682,Gibraltar,Indiana,Matthewburgh,73336,Budget,2024-11-12,2024-12-30,1
2908,Taylor,Stewart,jnoble@example.org,(366)810-3821,China,Alabama,Lauraton,88577,Standard,2022-10-22,2023-03-23,1
2909,Luis,Allen,mnicholson@example.com,(564)697-7070,Guadeloupe,Missouri,North Michael,43822,Budget,2024-06-07,2024-08-27,1
2910,Eric,Farrell,ghudson@example.net,(275)894-1904x549,Gibraltar,Maryland,Foxberg,80314,Standard,2024-09-28,2024-12-07,0
2911,Christina,Mills,asalas@example.com,598-390-0618x020,Holy See (Vatican City State),Mississippi,Mcculloughmouth,42047,Premium,2022-03-23,2022-12-07,1
2912,Robert,Richardson,connienavarro@example.com,001-550-976-5478x89155,Liechtenstein,Mississippi,Port Kylemouth,94567,Budget,2025-01-02,2025-07-13,0
2913,Kenneth,Moore,aaronlee@example.com,001-336-600-1452x3232,Burkina Faso,South Dakota,West Karenfort,77610,Budget,2023-07-19,2024-01-29,1
2914,Jeffrey,Carter,wileychad@example.net,566-509-0351x4903,Bhutan,Kansas,South Jodi,47127,Budget,2023-10-10,2025-05-13,0
2915,Kathleen,Frazier,christopherward@example.net,001-367-862-3865x82630,Tokelau,California,East Austinborough,69145,Budget,2022-07-02,2024-01-21,1
2916,Kathleen,Moore,emilycampbell@example.net,(447)355-1569x832,Reunion,Oklahoma,East Williamtown,80266,Premium,2023-10-18,2025-12-26,1
2917,Anna,Miller,fwolfe@example.net,001-782-977-1795x678,Svalbard & Jan Mayen Islands,Montana,Martinezland,93724,Standard,2024-06-24,2025-03-10,0
2918,Judith,Chaney,lance56@example.com,443.375.9824x813,Madagascar,Alabama,East Christinastad,46607,Standard,2024-03-13,2025-02-16,1
2919,Logan,Hebert,gabriel40@example.com,749-413-1046,Luxembourg,Maryland,Lake Josechester,33445,Standard,2024-01-21,2024-09-11,1
2920,Carlos,Thompson,cory94@example.com,(299)726-3370,British Virgin Islands,California,Port Felicia,11393,Standard,2024-06-08,2025-07-15,1
2921,Dustin,Alexander,jgarcia@example.com,001-525-311-8742x23185,Yemen,Vermont,East Cindy,46462,Budget,2022-08-11,2024-04-20,1
2922,Samantha,Johnson,udickerson@example.net,648-354-3627,Monaco,New Jersey,North Timothy,73052,Budget,2022-08-27,2025-08-17,1
2923,Brittany,Reynolds,lisaromero@example.net,001-468-951-9261x75869,Reunion,Virginia,Eugeneton,84879,Standard,2022-12-31,2023-02-28,0
2924,David,Martinez,williamrodriguez@example.org,570-940-4787,French Southern Territories,North Carolina,West Derekmouth,95949,Premium,2023-11-30,2023-12-02,1
2925,Sabrina,Cunningham,dtate@example.net,363-216-2958,Switzerland,New Hampshire,Rodriguezfurt,86558,Premium,2022-03-12,2025-09-25,1
2926,Misty,Fry,parkspaul@example.org,(248)658-8844x4245,Saint Martin,South Carolina,Carterstad,29618,Standard,2023-05-11,2024-09-17,0
2927,Veronica,Carter,jacksonmark@example.org,566.473.1552x5417,Benin,Colorado,South Stephanie,14822,Standard,2023-09-25,2025-01-06,0
2928,Andrew,Gay,kennethmaynard@example.net,+1-856-597-7104x56882,Gabon,Idaho,Ianstad,81278,Premium,2023-08-10,2024-01-22,1
2929,Danielle,Smith,riveramichael@example.org,(227)625-8618x2114,Western Sahara,Washington,Greenchester,15399,Standard,2024-09-04,2025-02-25,1
2930,Taylor,Pham,tatenicholas@example.org,857.733.2006x1193,Vietnam,Georgia,Stricklandside,01785,Standard,2024-05-27,2024-09-05,1
2931,Jerry,Larsen,johnlin@example.net,659-363-8384x607,India,West Virginia,West Markchester,13860,Standard,2024-03-17,2024-07-25,1
2932,Karen,Williams,thomas51@example.net,7425425846,Cook Islands,Kansas,Thomasmouth,57222,Budget,2023-11-18,2025-01-25,1
2933,James,Holloway,brittany40@example.net,001-947-972-7972x8092,Samoa,California,Aarontown,90106,Budget,2024-03-11,2024-09-21,1
2934,Jonathan,Rose,blevinsjoel@example.org,385.375.2452x16420,Saint Pierre and Miquelon,North Dakota,New Garymouth,33530,Premium,2023-03-09,2024-12-29,1
2935,Lucas,Miller,curtisdaniel@example.net,(694)463-3381x798,Kazakhstan,Nebraska,North Steventown,49709,Budget,2024-11-14,2025-08-10,0
2936,Lauren,Pineda,taylorjennings@example.net,+1-636-839-9865x1436,Colombia,Oregon,Marquezshire,07785,Budget,2022-03-18,2023-07-15,1
2937,Henry,Chapman,randallmartinez@example.com,+1-240-947-6083,Egypt,Michigan,Roberttown,97988,Premium,2024-03-17,2025-02-09,0
2938,Jonathan,Walters,bmccormick@example.net,(864)749-2559x334,Gambia,Nebraska,North Davidtown,87708,Budget,2023-06-08,2025-01-14,1
2939,Peter,Harris,xroach@example.net,+1-459-562-7423x341,France,Kansas,Johnsonmouth,45148,Standard,2023-04-28,2023-10-31,0
2940,Lisa,Hunt,mkelly@example.org,(891)839-4689x3327,Vietnam,Colorado,Chunghaven,37340,Premium,2024-08-27,2025-05-22,1
2941,Stephen,Barton,matthewthompson@example.com,348.215.3246x0639,Malta,Michigan,Josephton,51820,Standard,2024-05-31,2024-06-01,1
2942,Jennifer,Bishop,tbrown@example.com,+1-994-993-5061,Cocos (Keeling) Islands,Indiana,North Stephen,09987,Premium,2023-12-08,2024-03-04,1
2943,Kimberly,Morgan,tgarza@example.net,303-920-2240,Cyprus,Utah,New Christopher,80818,Premium,2022-12-15,2025-02-01,1
2944,Marc,Horton,sheilathomas@example.net,(374)300-9404x37814,Myanmar,Mississippi,Robbinsbury,55468,Standard,2023-12-10,2025-10-31,1
2945,Robert,Huffman,josephwatson@example.org,500.457.2395,Korea,Oregon,New Georgebury,16666,Standard,2024-09-07,2025-03-30,0
2946,Vanessa,Harper,vcantrell@example.net,+1-417-554-8144,Cyprus,Minnesota,Lake Corey,53652,Standard,2022-05-30,2022-08-03,1
2947,Cynthia,Jackson,iwaller@example.com,785-951-3703,Tuvalu,Rhode Island,Camachoside,96520,Premium,2022-09-15,2025-10-01,1
2948,William,Johns,ellisvalerie@example.com,+1-939-436-9394x995,Antarctica (the territory South of 60 deg S),Florida,East Patriciaburgh,16404,Premium,2023-09-24,2023-11-15,1
2949,Robin,Wilson,sarah81@example.org,+1-693-431-3863,Cuba,Massachusetts,Lake Joshua,26300,Budget,2023-09-04,2024-11-01,1
